VR_LANCAMENTO,Valores_aleatorios
3.45,1182656
10.45,314503
2.6,184165
50,629630
3.5,3144394
2989.55,2046984
1758.57,1901173
1680,3147850
500,1168341
700,4380162
2800,1843645
4.8,2099403
39.38,4983111
101.1,873000
30,402186
30.05,3076281
5000,77844
10,2031105
2.6,269835
10000,4602251
525,562347
250,1768036
10,3979365
19.25,2981442
55,3046685
22.36,642433
241.54,2343145
19.69,4752775
1100,3229112
0.17,1077689
4.8,1473504
30,3907382
60.26,1335219
12255,2324743
14,3165855
30,4994605
1000,3246625
5,2731144
75,1689439
2.6,2071270
600,4757114
0.35,2204459
154.5,1392239
69,53687
39.38,3009743
118,2486093
50,1829054
1200,2469181
553.28,4559734
15846.13,490103
1.2,903739
7400,4450235
1281.67,1854212
4909.09,841805
10.45,4773465
1165.62,3031464
3000,4290792
5262,3034122
45,3229224
50,1147107
1592.5,3410749
30.58,1364568
2.6,3794097
2.6,3634350
207.35,3203837
30,4103560
1436.8,4086019
10.45,965511
10,3669248
58.7,1361772
100,3505553
120,2567210
2392,1908735
1.2,3188470
1.2,2262671
957,2601160
116.15,1103555
10.45,2955844
10.45,296253
6800,4044467
1614.44,4964713
1.2,142979
92.89,3530559
116.45,593807
24.4,1764956
54.95,3086548
59.07,1716241
500,4943233
1000,4668132
1.2,1891658
3,825744
204.28,3042439
1766.67,350887
200,263845
250,2742810
17000,2459917
697.02,1601130
1.2,1140025
10.45,1545059
1094.27,3985602
1920,1904152
10.45,2814790
1.2,484475
1.2,4847442
200,4430491
59.07,1926677
3545.29,4434772
91.03,3501103
2.6,3903144
50,960060
2336,1190574
1.2,2008518
280,4322451
4.8,2320246
2025,136300
450,1510278
12.9,3610376
10.45,1940153
16511.15,2043224
4000,3009136
10.45,3731673
10.45,638504
10.45,4905566
4.8,3146722
945.8,436721
10.45,1030420
1.2,2879173
4.8,2939005
9.25,3008108
39.38,4112826
500,2328981
88,3226183
26.6,2797655
150,1370957
100000,1785786
2.5,3917647
3340,223111
7850,4630154
20,80223
12.9,4810599
4.8,1101883
527.14,2153756
49,442949
300,4054831
220.72,2417926
240.45,1298444
49.14,2148664
1.2,1488298
4.8,1424608
600,876481
727.57,3367144
50,388131
15,3914285
7.75,3450517
19.69,4385379
1100,3678597
383.4,99530
2500,2004769
50,2811094
140,1143976
1100,3971053
120,3012490
2.08,4127329
800,99423
4000,2382784
7.61,3209522
1500,4353461
2.6,1348599
150,4822919
245,3411590
84,1072909
148.2,1173072
580,2241395
1500,1894590
200,3506864
700,994862
0.17,1096504
2.6,901634
422.32,1853424
1.2,4157678
10.45,1212668
92.44,3667637
2.4,3108947
1275,1310317
1441.02,2037976
236.11,2347647
3.1,1014822
21,4864244
400,3858227
15.22,2568070
6000,2329222
259.14,1398674
1.2,2660577
1000,4803213
3382,2469605
1890.98,3348400
9719.14,4858031
3666.67,1678294
10.45,2237901
746.14,2148233
47375.9,4431755
1.2,1021211
232.22,4648004
525,1023882
4410,2891584
5.2,4738458
279,1321470
231.38,2863638
266.76,16796
200,2380593
4322.6,2552248
1089.56,3935592
100,513423
10,4115831
540,2157538
630,1737665
142.82,2464951
19.9,1574900
1001,54709
1240.2,2652979
3,137689
10.45,3297445
1.2,73743
402.88,2967280
10000,4107323
1201.98,602476
1000,1671914
222490.85,1218664
594.27,4446845
2666.72,2747857
200,760176
2400,3098804
3.75,3293820
300,1676268
1500,898297
2602.25,3060774
507,1622566
0.35,3542655
150,4510430
71.17,2071421
594.27,3877480
4398.6,2040003
1.2,395233
10.45,2754319
553.65,1093810
1.2,3203450
1398.6,1105028
898.6,415528
700,958494
600,4602909
0.35,2608334
4.8,2139492
10,1092861
4.8,105482
4.8,2257251
2239,2124146
4.8,1507689
7,4313346
1870,269686
300,3403753
131.04,1717061
19.07,473297
4868.7,3901977
0.5,4295662
2.6,2402652
6.82,1298041
250,355120
73.2,3549930
532.59,4447248
80,1700666
5.2,2974997
130.01,3382731
55.28,2339449
5572.91,3614617
100,3334141
647.4,3898994
4289.55,1548945
52,2085437
542.11,905397
220.64,2609515
1950,1009541
121.75,574437
2500,1076503
4.8,1143412
4.8,3699742
100.6,1943461
340,2798293
678.13,1712769
0.5,2667243
200,2174096
69,1164903
900,960920
1633,2265023
3.1,2982565
5000,4475288
10.45,1255573
4500,2183434
1.2,3963125
60,1616624
10.45,781781
10.45,474073
10.45,2707018
10.45,1177525
19000,1558514
10.45,1206967
1074.09,2791679
1194.43,692722
65,1313336
130,3968130
3000,485419
157.67,2999896
546.03,3175251
6.5,1981785
1000,2061591
40,3120526
500,2906690
100,696724
10,1478939
20,3176751
10.45,1767990
5000,203474
898.6,3624940
1.2,3071574
1398.6,799052
442.3,731707
30,880545
52.35,4702014
20.55,4219985
4.8,2333067
59.9,2120425
10.45,2812029
2700,3079727
1.09,1715352
20,3002559
750,4042467
150,3036166
339.59,4267475
594.27,3115153
33187.67,1700925
594.27,3679606
10.45,4776077
5000,686350
1000,412337
10,1281844
2548.5,478556
54.95,803778
29000,695365
594.27,1970770
1.2,1712891
4920,1226259
10.45,2586740
493.11,897398
1691.22,3538259
1.2,1670436
2331.69,605707
9.18,3947033
10000,1865538
1179.17,3598516
9700,2858274
3250,2888023
154.55,2668364
1085.01,2696323
1309,347487
100,4663191
12.11,1680413
52,3190173
52,3408769
0.05,3253760
2.6,1817400
3000,1836371
120,2485969
60.25,2089000
19.25,638109
58.37,120220
48.76,236563
23.95,60649
60.23,2462173
256.1,2155229
2.6,666762
121.75,4993598
11.05,2302447
6.45,4260660
120,1965054
170,2903745
1.2,3401405
200,3096459
4.8,479318
65.5,966906
55145,1880883
11,2534427
72,2460799
2183.13,4994531
2.6,858022
39.88,1948775
2500,3359474
10,2018308
99.64,2569837
400,736309
40,4495416
200,4001867
2.6,584336
10.45,3777012
1010,1763783
15000,2673965
4127.79,4080153
2708.69,4314764
38210.95,217709
20000,4986471
10.45,4261838
40,4682502
3000,842347
171.26,4203868
100,1017791
50,2473907
15.5,2209551
750,624827
280,3759713
54.95,4214623
52,2043104
84,3168681
3,2059878
500,2085768
1.2,1715790
99158.74,4410267
1.2,2094967
216.19,214909
21,4825088
1365.42,2656396
400,2118634
2090,1121233
50,2795394
5.2,3299852
73.4,4651492
2885.5,4170670
81.47,2580943
0.55,3065848
246.12,4397977
125000,3635182
4.8,2706330
140,2441097
19.69,3954244
0.19,4348380
1.2,3996355
90.36,3698204
1350,3432828
0.02,1519728
39.38,4685967
1000,3581627
10.45,823716
11460.17,2176311
1.2,3679165
3571.43,842248
55.48,3627453
500,278159
260,2944423
140,4044222
40.69,30335
48,4527886
56.95,1794831
15,1263771
1.2,2045821
4.27,3422297
200,2994689
5.16,2356250
2098.08,3596134
22248,1233566
594.27,1826218
5.2,2454447
1269.62,2728628
1.2,113380
10.45,4903302
72.59,3777119
3337.1,838007
1165.62,1784437
10.45,3990620
120,1124897
100,4725707
69.05,2545674
150,146703
500,2556086
39.38,1574957
2.6,2818205
200,2661391
2.6,1456676
88.5,3574878
2.6,1647468
4.8,1675306
111.9,3397747
10,4660180
1500,270197
59.07,1311501
250,4394096
139,1874306
2.6,2860349
140,743138
10.45,259216
69,1342013
600,1554170
43.46,922383
21,822527
99,1097134
7,3404430
14,2363810
2.6,3431780
1650.84,3625819
3668.76,2626078
49,2511061
99,31407
47.47,486304
60,924063
7500,1762639
52,3834329
37.5,284411
250,2975362
15.5,2349526
141,2218743
1000,894277
1380.44,4897951
39.38,1772087
365,3189606
500,905367
44.05,3402345
214.33,3021705
289.7,3668089
250,2729704
10.45,4341270
80000,91084
1.2,2859437
1711.82,3720964
594.27,2301069
1.2,2295905
1.2,479600
33086.33,1448962
2600,648917
200.03,4246801
1.2,3485867
42,1448385
9.32,3673294
1700,677793
152,1470802
59.29,4244260
20143.47,970449
525,287893
200,381509
33.44,3707414
51.48,2711752
1000,2857029
2490,2014179
102.97,1035865
445,1806526
2.6,3600789
14.85,3698710
3000,3738534
350.07,492447
615.27,3916872
120,2604504
241.54,2339456
1200.96,44231
500,3257711
126.35,3492719
10,2520736
78.76,3275205
7411,2725453
300,3075250
4071.36,4245205
0.05,2233859
10,1634214
480,4815105
10.45,3094400
57.9,4164826
1001,2187924
354.79,408778
474,547557
497,1446155
2432.43,839169
10.6,3036718
2.6,1193583
300,4766827
1494.16,1480036
19.69,4997673
54.95,2526775
22.78,2646473
437.5,4223672
1.8,4004217
500,3070215
2,159425
60,1261995
60872.43,3944117
2000,3909586
2026.99,3735753
1.2,409333
1.2,1547206
1.2,3032274
7359.55,4999354
50,3580784
36.36,3269015
120,2498671
5.2,1807330
1440,2936678
1.19,3415607
500,4879978
52.35,1979916
19.67,3280673
1.2,2934876
1098.6,3056027
2000,358079
6400,4453497
10.45,4048807
1.2,2735410
217.71,969477
1.2,3542564
594.27,642494
3000,4945740
6000,256952
1.2,4871321
118,1680627
19.25,1164879
280,2294390
42,2471484
10.45,3067077
1389.84,4894325
36.22,3458981
1.5,2182008
1.2,1225258
19.25,448623
10.45,2433534
19.25,3477224
1524.25,2143501
223.3,1385669
420.33,4261929
210,2966629
19.69,2440099
70.39,236720
143.58,1613393
3,885820
0.21,4448089
60,3679830
10.25,4663985
41.79,1219106
38.2,2368521
1615.05,4030325
37.5,4265047
392.39,3995276
6.45,525157
2682,1105443
6.95,27646
282.8,2253164
40,1759612
30,4209927
50,4281968
1700,838615
1800,1793597
52,580584
14342.45,1491291
818.89,75469
104.86,585684
120,4749200
19.25,18652
84,2779070
306.01,1229890
58.39,1100050
29.2,1786511
58.39,4411324
43.14,1574652
4775.15,148161
594.27,903306
1094.27,3009205
898.6,92824
1.2,984083
1.2,4090090
47.74,702219
164.47,1828323
83000,540371
282.7,3208211
11,923017
4000,4379545
333.66,1927049
245,2855524
15000,3274724
1.49,4075023
1,2391874
25.73,4100487
100,2497772
75,4510670
4.8,493180
13.65,2853143
40,4596024
2589.25,4120771
200,3897337
544.06,554110
19.69,427537
149.5,1871006
374,1441613
317.49,4807158
40.2,2459281
139.38,1681330
52,3701997
490,4684299
600,1750213
2500,4266453
400,3937503
70.98,1328387
500,1805878
37.5,2619977
19.69,1965146
54.95,4382301
2274.25,702632
1.2,110584
98,4620589
6,2890293
10.25,2663974
215,3690179
231.38,3389936
280,2988948
28,2672410
30.32,2055439
2000,1183853
11000,3231112
5000,3720640
7330,3050965
898.6,3095022
594.27,1057733
5000,3118182
1713.6,1585544
1.2,553309
120,4926126
37,138421
371.85,1013222
100,2314927
68100,3858207
283.73,3309320
2.6,1190178
100,257875
100,2646670
1064.1,384193
594.27,4435686
24.28,32776
1.2,912013
10.45,3396354
25000,4850201
1004.1,1098856
2.6,2345071
1.2,2486155
10.45,1592906
1.2,3506122
11636.53,2538485
54.95,2616512
84.6,4609336
700,3909137
241.25,3826230
92.4,2189303
4.8,3677130
1000,2946112
330.96,2048572
2337,4203063
352,3120759
850,722510
140,2341429
5.2,727343
396,571963
54.95,4705053
7.61,4725805
1480,2823256
90,3897519
37.5,1398682
44.21,1457812
14,4949373
230.85,590088
69,3399945
10.45,3231329
31700,3172166
10,3225280
295.32,2223077
1000,4336226
102.92,4872014
200,2522637
2.6,4814048
54.95,426882
73.2,4576376
250,3723317
229.9,67822
1711.82,1606059
2000,2074125
265.11,4311076
350,1140035
50000,2915105
3729.71,644471
1.12,2122121
1341,999378
178.28,1274364
1471,1970674
10.45,606665
1420,3292474
290,4723103
5000,1245259
26.27,4202822
55,4471232
75,1319775
1669.23,1625864
60,2971141
696.9,2408862
600,349842
1200,120818
52,4389004
39.38,2749663
1.75,64874
29.1,3798086
69,2593585
10.6,1835115
42,3741578
100,4394951
10.45,3371375
1785,2700492
300,3929499
100,2999775
1000,586489
600,4411888
33.66,3307887
50,3236294
3.07,2260885
500,747856
70.82,1875516
4198.2,1806298
6.45,2006986
104.64,3691025
200,4118972
320,4226062
3,4775630
1.2,2719643
7,4563104
0.35,2425745
100,477910
7.75,3625069
90,1311494
84,2054032
180,4226526
315.01,4642987
1.2,1993960
300,3464972
1361.91,4135222
1010,1349392
1.2,59895
10.45,1095723
3724.8,407459
468.02,3148022
241.84,522640
106.5,2538066
21.3,4712219
273.08,3527825
10,4410031
150,155249
2,3297133
27,3247952
53.51,1114232
6.6,4123614
1.5,4731750
10380,4714582
1.2,4355789
950,41031
3268.44,3179760
10.45,3267245
500,4395764
50.44,630736
67.91,3573436
500,783433
52,2853124
100,670502
502.7,1913842
159.6,3273721
1500,819966
5000,4681180
4193.5,1027478
2153.25,2656002
561,2506614
39.01,4605663
200,1526290
400,3860394
1.2,4850560
3581.56,3923747
20,2772509
597.38,3634177
67.1,1186584
10.45,2771014
326,514754
100,4329374
83.28,1383746
288.33,3937133
1.5,192989
341.06,981565
15.5,4014636
50,3004635
2000,3944522
5.2,2905943
20.13,4771450
1.15,138103
140,3311637
1.2,4976471
240,1999907
100,2384033
604,881432
250,2446621
38.5,3455549
99,948629
4500,3108620
3.51,2504214
280,1552974
70,2402378
7,3774162
151,3752969
10.45,3076903
1.2,3939080
350,436455
10.45,2997679
623.08,1235705
5000,2598472
594.27,252388
594.27,4357910
350,2983961
10.45,4239010
1.2,3334182
2500,1727650
345.72,1717955
214.99,4042095
37.5,1460955
19.69,1704194
8727.27,997561
2205.08,2469670
7.61,1463386
2789.5,4065519
1.2,889662
1.5,2888361
650,2299105
35,2834180
500,394826
1.2,4363625
0.39,4465219
10.45,2665123
1400,4091223
30,3613951
819.24,4400923
1500,189167
382,4578707
2895,3557224
1400,125172
55,4398395
2473.68,4047740
22.25,1612986
2.6,136590
19.69,3202483
766.33,2680561
75,2484174
3.1,2166512
1.2,186308
400,2457045
50,1810736
0.09,1943759
1.2,3218406
69,3077275
60,2778904
3363,2205344
20868.29,2952023
200,3804628
300,4102323
15.5,2525659
3850.01,2720912
4.8,2801230
1.2,3579163
10.45,4055589
350,1745900
4.8,2278500
280,1669542
89.25,3629792
10000,250603
1301.12,2066242
10.45,2351308
5.22,4497315
20,1675217
200,2049349
63.46,3692269
3000,19494
945,642188
7500,4447922
1340,382459
1.2,2173687
118.14,3212909
241.54,4691905
1238.53,3006628
1.2,4010326
500,3363460
1.2,508562
1.2,4346122
4.8,840062
700,2459141
10.45,4003385
6.45,2180661
19.25,494141
300,776036
36.5,4965557
3715.13,2757819
0.01,4714450
37.5,3998436
60,1728783
270,319447
10,144607
111.49,2490844
500,427494
49,2807749
1500,3732147
2534.88,1199806
76,3450389
3.1,4169874
34.91,2127090
120,1865054
905.92,2896465
1.2,1131849
2534.88,2548591
55,4168481
200,1858812
2401.5,3276368
166.65,4550162
1.2,3542979
50.06,1038479
42,2787449
90.39,1730798
1398.18,1212014
1.2,1608476
1.2,3840619
10.45,1107193
10.45,3944520
1.2,2898295
1400,3855929
1.2,4951676
10.45,3125057
1.2,257653
1833.33,1883315
977,1576189
0.15,4634816
10.45,4351168
2387,1023350
5000,400304
250,2292605
175.5,1630369
0.75,4109148
0.8,3187994
100,3067406
4.8,2055841
100,973884
10.45,4661839
270,455240
100,2303781
5.22,4904021
700,3364404
600,3916962
88.35,1154183
885,724273
500,753788
200,2225847
1480.5,3285140
3250,4383169
4523.4,1293414
300,194037
539.99,3640360
1.43,145143
2100,3411969
0.15,2308557
1095.28,4139314
189.22,2539744
400,4620478
4.8,3185307
430,3078808
84,3453072
19.65,3497755
40.62,3983169
1.2,4989324
400,4854098
1310.5,1203567
3000,3632434
4.8,486862
200,1525084
84,1362675
3,4094655
300,4611189
72.12,572881
648.01,486066
10.45,3058172
10.45,2398071
1000,4516520
2.6,1770997
13,4773528
100.6,523798
3100,1668281
6,561078
20,4370987
10000,1007049
50,872449
158.03,3019557
298.78,3385293
56.95,2690603
5.2,3459848
500,2074143
11013.18,4561224
50,2417510
19.25,1462436
2000,4387963
0.55,4412548
1700,2909517
1.2,2547314
19.69,3970461
176,4420898
10000,1504705
50,84725
7440.6,4711936
3876.24,1506728
10.45,4225526
280,4992330
12400,3376074
0.35,4039038
280,2407279
150,3288329
949,1774419
720,2522389
50,917378
220,381387
1.2,4724644
4256,3970614
4.8,2434760
200,3419817
37.5,4679832
140,1764661
10,242141
84,274223
137.84,4408868
150,2278505
500,3177744
1494.16,3127242
224.8,4690573
170,4026811
294.56,2588785
202.32,1330690
2183.13,1779888
55,2227226
49,2874335
1192.43,1052756
140,324434
2000,3481901
1200,3876174
2.3,1065826
53,132165
3180.52,3365383
70000,1532659
1.2,3628212
154.29,4484847
1.2,4276424
1296,116806
171.49,308393
467951,773973
131.08,3613154
594.27,4342589
154775.31,3024312
397.01,1398470
594.27,4175171
594.27,1735144
898.6,2116713
1.2,4257282
594.27,3267316
500,3287286
15,69812
465,4362238
150,2055797
120,457303
1.2,1935780
3,2912783
19.25,342349
59.07,1375438
4.8,3032077
892.85,4676567
39.7,2241605
264.4,2079297
325.59,3834334
300,3865252
54.95,2409916
640.3,3698758
200,4169821
100,647662
4.03,4387819
52.86,31038
10.6,2871207
1.5,3245809
892.85,2698074
1.2,1488247
300,3920190
1200,3943608
0.08,3028397
1.2,3629017
30,2178736
2670,4297317
91.03,2222486
434.16,1682670
2.6,4909601
500,21271
1.2,859325
3.1,3633839
5000,3476388
60000,4318384
40484.45,1591119
800,1708814
1049.55,854950
126.09,4529288
1.2,4617876
1003.41,1646972
2437.5,1501612
30,2302512
1056.2,1654041
4090,44864
30,2966616
20000,2276041
591.42,890424
4,3462863
369.33,98836
2195.13,2188625
1.2,2934835
10.45,3265898
449.61,766871
1757.32,1105545
52,1369621
50,1041314
1440,4366794
393.97,4564607
84,2090118
120000,556044
4000,595042
10.45,2100678
2843.7,4472577
594.27,1552526
1.2,2754225
1890.98,118305
10.45,2111639
1602.01,1382880
50,604148
582.82,3079263
300,4294836
11013.18,871896
116.18,4316679
1500,1186755
31.5,4719396
264.12,3712102
8998.8,4716544
5163.17,996356
3500,2464476
140,4381834
1.2,4745637
900,581780
70.43,4169636
200,3104955
72,1539296
1010,597959
1000,3513703
2835,1225673
52.35,1575664
29.41,852880
1.2,4091348
70.01,2247955
10.6,1483335
3.1,146377
3.1,2599857
383.16,987066
42,2257086
100,4433087
10.45,4280292
2.6,899044
1494.16,3217038
968.25,4980951
1.2,1309948
10.45,2286130
7120.81,4837666
1.2,1600332
24136,3665166
10.45,752625
898.6,1770947
10000,2573765
2194.32,1594946
19.25,811443
228.12,3669103
1.2,3695246
100,2900631
2000,3979611
1150,314258
3,3526657
150,3392986
52,1833322
10,2120707
30.98,2903686
445.41,2143405
7.61,279010
52,4364708
0.35,1921073
79.5,410751
319.03,1969543
0.4,4996790
46.85,2073176
3,262777
30.98,3804270
100000,1257449
349.55,627277
1011,3372630
311.35,3994390
3588.12,4912201
3175,1725525
239.61,723057
1.2,2664430
98,2509013
2000,887868
0.01,55586
19.5,2190
108.22,3449181
57.69,3996080
140,4784731
3880,3057219
101.67,2252184
3110,1021270
10000,479718
2815,601109
4.8,4230133
732.19,972764
2940,510440
300,2094657
600,4702848
15000,3799815
500,3757902
1500,3744658
1.2,1815784
530.5,2572194
465,2325734
39.38,3172377
860,3760562
500,3315384
13.9,1318003
0.3,1843292
100,4840851
15.5,2985025
287.52,1839475
4.8,3846679
2.6,1857746
9.45,2767060
10.45,3767179
594.27,4371736
2919,2898909
52,3253001
721.68,744162
1.2,4082492
4.8,590938
1200,4429912
50,4744954
17225,942072
15.6,3497353
60,863347
10,2449139
5.2,1235901
4.8,1679941
500,3770531
1.15,235791
300,173108
1740.9,2373987
75.14,4860219
8534.51,791762
385.46,893666
1.2,3338021
3257.14,2879932
300,3161639
150,772529
78.28,1084307
240,1554561
50,4213377
98.45,4913442
10,1853095
1.5,4392042
1.75,4267880
1430,2221096
144.46,2617136
3900,2666712
2500,4953540
14.4,4566925
19.25,1086645
1004.6,1334951
20,2066025
2.6,2389456
1000,4078793
1.2,3521323
10.45,4096920
312.65,3087625
594.27,4244846
1500,1925704
500,793195
14,4180175
100,3706719
2.6,2079958
2000,4764187
2000,3548495
60,428099
1064,451610
0.02,3784392
174.21,4786938
2000,3864567
793.31,3124095
2.6,1486066
375,3031490
635.21,3907636
420,2760296
1000,4260401
250,3000010
52,1479857
10.45,2183661
2.6,4066295
500,436364
87.7,1147168
200,2469674
110,1591742
700,548017
7,687494
382,4979427
102.72,97215
10,1996331
1248,1388949
3147.59,2054275
3176.4,3243246
10.45,2140277
189,1408474
4.8,3547818
73.2,1718716
266.54,687890
16.45,3238094
0.29,3204434
35,457324
200.25,142429
400,1414233
1000,787105
1.2,4770240
1.2,3245955
12255,129771
0.06,776330
20,2929324
27.19,4947508
30.63,714887
150,2357158
150,3399203
141,2872313
500,1829277
4.8,3903054
480,2633537
60,1089475
10.45,2611976
0.12,2577564
300.89,3325035
69,346118
861.68,142086
52,2574384
6.5,1418087
1477.89,1313169
2500,3364553
5.2,2627284
4.8,3960341
10,241470
49,2450770
150,2940311
109.63,1164493
84,3519107
10.45,1346574
3050,2145539
30,4558981
10.6,3098924
1120.62,1295045
5064.16,2759491
264.12,170700
3.1,4100841
15,4807054
194.03,616763
15.6,3501969
30000,2662076
0.08,4271301
13622.89,3390688
1953,2370204
5400,2282541
5000,593829
1800,3891209
196.22,2229460
1.2,906129
1.2,1087049
1939,2549323
77.82,2678685
4000,496599
1.2,4970681
10.45,5051
4.8,4888447
31.77,2500893
0.93,3586814
10.45,1341868
1.2,3207298
10.45,2010209
1.2,1646936
300,2998500
54.95,2752543
793.31,2323706
3000,1190584
3124.51,4758773
354,4339225
1.5,3951323
2.6,3307894
100,3752470
400,3554225
177.21,410629
250,1153700
13,941501
4000,35713
10.45,2478092
83,1295777
102.52,992338
37.5,1490453
357,1258401
19.69,789170
0.11,3037588
895.57,1522408
2.6,4908093
37.5,2136039
23.95,1801785
7500,3671855
1234,599269
2.6,2655830
4204.2,2024651
3312.4,3878066
7000,1918023
10.45,2700258
3135,2914323
4.94,4915591
104.24,2282340
89.16,2934993
720,4158280
1.2,42144
1680,4319788
15.6,4808031
1.2,4709194
318,651853
1.2,2508997
4.8,3391959
198.29,2951224
2.6,2272670
300,902113
157.52,3806498
14,2763706
489.44,195257
1970.95,2783943
1064,2471970
96.87,1923638
280,4331769
80,1789003
1.5,714122
545.93,1554178
72,3932302
54.95,1450191
17,3016929
200,2831185
2612.5,3319738
0.08,300322
1270.3,1152927
49,4452454
33.75,3055650
0.5,1442405
800,3314356
140,3779954
300,4814022
10,2021881
250,4863429
60,2824296
10.45,438072
10.45,648710
42,3920983
1825.12,1625122
2.6,3278386
17000,2572354
86.64,1772863
3.1,4526602
30,1460544
2200,4963715
9.5,55554
255.86,2645670
400,4646348
10,2101225
1200,3855272
381.07,4533658
0.49,1602758
186.45,292941
100,890517
957.19,3100803
0.04,1677274
84,181879
20.69,3454708
1.2,4357785
10.45,2601714
720,2252514
300,104441
18164.5,4216277
336.76,2361032
594.27,2823375
1.2,2936972
24010.45,3199272
240656.08,561478
2668,3362195
65000,2957639
4.8,1318083
35806.3,3822269
1.2,319838
2702.35,1388142
10.45,1665950
10.45,2427990
10.45,2701097
594.27,303857
3000,1731325
10.45,4177579
1500,3820600
2000,2090583
3000,2148755
51.9,980562
600,852992
383.66,2380485
20000,1036321
42,3450177
50,873581
100,985187
10.45,4041153
75,933299
10000,2695813
108.29,1206066
1.2,1305708
10,702192
0.07,721406
800,183287
7.7,729631
6.6,4027715
2.6,996685
30,4986131
405.82,1555997
3124.51,2643956
1.2,1286522
10.45,4210382
30000,3564518
1691.22,3309857
10.45,2885611
5,3629511
100,1788991
1563.1,1334906
1293.22,2070871
52,662162
37.5,4603738
60,2296020
585.29,2159896
40,2400736
0.37,2607710
1000,872049
35.79,3628326
2500,3822133
1.2,4386240
1000,1542749
0.05,2322632
120,3930981
120,1417915
432,3684523
374.33,694039
900,4295677
50,2034361
142.32,1397363
54.95,3038710
52,3245540
25.2,3349832
54.95,3921637
58.6,3341364
2.6,2942996
199,3982355
0.1,2371670
60,2536862
823.83,3702959
1150,639583
563.66,987248
19.69,411987
1000,4802905
30,720797
30.65,3112233
50,2474174
50,1993573
520.65,2005285
35,3310284
2000,1602214
600,363171
1062,2250322
2448,263226
19.69,2430843
3342.09,3010561
1000,3754151
1766.67,263583
4250,3030043
1330,494522
321.62,671151
1000,3468535
1,3858997
1026.64,243965
1.2,2839684
594.27,2947365
594.27,4485164
1.2,4134090
0.2,2568863
10.45,4085152
1154.1,37144
10.45,4615287
1.2,4541045
2000,3754866
1200,2141052
5500,4984296
2000,3796030
10.45,2504924
10.45,181866
10,1485640
280,3557203
520.21,976648
21,2868380
37.5,2177540
1090,2302811
1815.57,2589351
35,1398022
1.2,3656016
22.64,1270377
52,1128953
900,3039495
3,8505
12.1,149880
600,3900534
650,4049252
800,2623510
3.1,1806753
471.32,2910551
10,1381093
42,1212960
1500,4873751
18307.13,960359
14046,4197867
1.2,3244711
1.2,1043890
2572.99,1276118
1.2,298360
1938.51,4499541
231.47,824653
4.8,4587247
232.6,1397990
1239,3961523
1500,824522
20.4,3536682
3500,2420084
60,1751516
608.14,1419321
833,1579779
2528.79,2806821
4.8,3179692
194.29,1202378
0.35,788661
50,2215127
54.95,4064997
0.58,1865471
37.5,3726009
1404.55,2858344
26633,347994
500,4449173
2200,4881211
300,671980
8.6,2341282
24.99,3831661
100,3274631
17.43,2077830
350,1542625
75,3315318
20,3716751
1330,170159
250,3274959
10,4886808
19.69,4744065
262000,4041696
1.2,287852
511.05,3511834
1.2,661896
250,4484479
19.69,792201
99.53,4113456
721,2598709
84,743841
19.69,429399
60,574120
2.6,2939776
1299.64,1881516
19182.8,807874
11500,3093936
52,3242652
12200,344018
1.2,1447342
1570,301492
3571.43,1672720
10.45,2095214
50000,4475083
30000,3944445
1673.99,2859483
1500,1197413
1200,2656215
10.45,1611799
260,1320051
104.3,220310
1057.03,824029
1500,1026832
23.6,4047334
10,3034223
1990,2522811
98.45,4797451
140,4253545
19.69,2476153
2580,4971517
9.95,4823560
85.16,4789129
420,3481162
33.38,497006
347.9,309034
2230,2017496
19.69,4870216
500,2720430
2000,2562838
14,189555
52,221579
55,1812597
2456.68,4435674
19.25,2609436
321.46,3213727
1.2,4562648
10,42908
1939.14,1292682
333081.73,1167136
4000,2689162
1579.28,640930
1.15,4720083
500,1502187
434.16,969905
280,647560
120,1158740
750,4881705
166.18,790887
676.89,1844053
2000,1158821
69,1307386
10.45,3478044
50,296623
1123.71,1623608
2.6,3898924
50,3814581
308.68,3174204
59.07,223311
200,4615120
247.05,1489854
1.2,2542675
58.05,3622863
4.8,2558380
10,4057838
1.2,4813144
100,3127192
1873.69,645783
520,1510393
0.15,1279636
223.95,2549992
1000,2472788
20000,581986
587.81,725061
1.2,706180
99.77,3372396
6.15,536598
2690.61,1568734
50,1120933
5.2,743381
2534.88,3279318
74.29,1518713
677,2562700
1.52,755940
300,4226951
1.2,3708629
295.85,2541979
69,3018335
10.45,1952998
49,2506022
288,2961195
500,3083439
75,1664464
682.5,3389715
59.07,3918607
2524.64,3005907
155.52,4264750
1.2,3680938
1.2,4088674
655.09,138457
260.26,3301815
400,4937801
1.2,517861
350,1402367
1.2,2420220
10.45,2656158
241.84,1305156
315.23,2537862
10.45,1624255
1.2,3791921
10.45,3328713
5000,3814523
2268.22,2170965
4.8,3553584
1512,3132168
5940,241630
7500,3346261
789.62,3460964
200,149615
1,1150145
1000,894974
947.01,2142564
100000,1986452
260.33,1508639
21039.43,1532362
3056.61,4075827
2.5,4445527
1.2,4180281
1.31,3326660
1.2,2436449
1000,1812023
849.93,1912910
2000,3270255
29,3530235
1592.5,2680224
136.7,3307097
3.1,4910184
10,2256978
550,3208929
1063.88,3117117
255,3057342
14.9,3784228
120,3951699
69,4964410
90,151395
10.45,480101
72,551928
123.49,2857339
